mondrian_group,sum_phi,n_null,min_null
a truck object,288.0574845855295,343,50
a broccoli in the scene,188.24842171107588,300,50
a small broccoli near the center,153.65174822551046,240,50
a small stop sign near the center,171.14080238055547,227,50
a close-up of a fork,115.33919096946461,193,50
a close-up of a knife,120.5661631211572,186,50
a potted plant in the scene,87.31726927371975,140,50
a fork in the scene,103.31037192270982,134,50
a donut in the scene,117.41741646618286,125,50
a spoon in the scene,116.894476913707,122,50
a small spoon near the center,83.20146560592197,119,50
a small suitcase near the center,124.74251649533639,116,50
a small fork near the center,102.53823760199687,110,50
a close-up of a baseball glove,100.53566915493023,110,50
a small dog near the center,95.83092646320016,104,50
a small kite near the center,71.51884830892737,99,50
a small car near the center,83.65910356664351,95,50
a sports ball in the scene,71.16636678173376,89,50
a small parking meter near the center,70.37650927754113,86,50
a visible broccoli in the scene,76.64164392951139,83,50
a car in the scene,77.84123694654943,79,50
a cell phone in the scene,81.21167822831755,78,50
a close-up of a backpack,59.90769843506362,77,50
a visible backpack in the scene,70.33116468822807,73,50
a traffic light object,64.04483980633339,71,50
a small horse near the center,52.80932221726768,68,50
a small keyboard near the center,64.92828374519641,67,50
a small bottle near the center,78.04740705812296,65,50
a photo of a remote,57.07406971582564,65,50
a snowboard in the scene,67.84885478890381,64,50
the bottle in this image,48.71146628199246,61,50
a photo containing a spoon,57.00642520926392,60,50
a photo containing a surfboard,57.6478847067878,59,50
a sink in the scene,42.565682455625,58,50
a photo of a person,52.34564526813634,57,50
a bird object,51.611113925839334,57,50
a small backpack near the center,51.362519932222774,57,50
a baseball glove in the scene,50.758407262890174,54,50
a suitcase in the scene,54.70705434345862,53,50
a photo containing a knife,46.639855783597646,52,50
a small truck near the center,44.459665463776936,51,50
a small tennis racket near the center,50.4664635547313,48,50
a small cell phone near the center,53.20158176936496,47,50
a close-up of a spoon,51.340237959280806,47,50
a scissors in the scene,45.728146902592435,47,50
a close-up of a hair drier,51.31146082843513,43,50
a tv in the scene,30.452730565064527,43,50
a small umbrella near the center,42.22342350113649,42,50
a photo containing a skateboard,52.6474566848539,41,50
a small boat near the center,42.71603590138394,41,50
a vase object,42.06045322894837,40,50
the boat in this image,39.097689195938045,40,50
a visible knife in the scene,45.8066093382111,39,50
the person in this image,41.9036597765974,39,50
a photo of a chair,40.27608024382303,38,50
a small bear near the center,38.44393504640414,38,50
a photo containing a sports ball,36.73140652434021,38,50
a toaster in the scene,31.191212463518283,38,50
a photo containing a keyboard,31.107794209705066,38,50
a photo containing a apple,45.80156609047974,37,50
the backpack in this image,36.14907777456114,37,50
a small airplane near the center,35.15205436213779,37,50
a small fire hydrant near the center,38.5037985291716,36,50
a small dining table near the center,37.41960127244862,36,50
a photo containing a broccoli,30.74953906027812,36,50
a refrigerator in the scene,29.045719692383997,36,50
a small tv near the center,26.81132408978149,36,50
a small snowboard near the center,39.25579314264041,35,50
a handbag object,38.78256215897865,35,50
a visible person in the scene,55.8217026336171,34,50
a small bowl near the center,38.71433467756544,34,50
a oven in the scene,27.63942495098058,34,50
a photo of a vase,29.86511796887628,32,50
a photo containing a cup,25.244597036530198,32,50
a zebra in the scene,34.26375219875105,31,50
a small bus near the center,26.63383891873014,31,50
a close-up of a carrot,36.55774986289936,30,50
a photo of a toilet,36.153593755819365,29,50
a couch in the scene,29.902490898537124,29,50
a small potted plant near the center,26.839775299011972,29,50
a close-up of a cake,32.74143927904396,28,50
a photo containing a frisbee,32.568521087796206,28,50
a photo of a surfboard,27.502054090560105,27,50
a cow in the scene,27.320034474250306,27,50
a bus in the scene,22.258009647584903,27,50
a close-up of a wine glass,34.63432954477634,26,50
a small sink near the center,32.0418099137013,26,50
a small mouse near the center,27.98698990260321,25,50
a person object,16.623521807851763,25,50
a close-up of a sheep,37.80855640063835,24,50
a close-up of a zebra,26.027177699070755,24,50
a close-up of a keyboard,23.4449470648324,24,50
the kite in this image,20.07013075070181,24,50
a photo containing a toothbrush,25.643674256057633,23,50
a umbrella object,20.326743205171354,23,50
a photo containing a refrigerator,38.67344070546012,22,50
a photo containing a backpack,28.125061577353318,22,50
a microwave in the scene,19.930729264748827,22,50
the car in this image,17.67273907040072,22,50
a boat object,15.882692073877221,22,50
a close-up of a snowboard,26.987194407477155,21,50
a close-up of a tie,23.714955288049936,21,50
a close-up of a tennis racket,20.80773457375311,21,50
a close-up of a bowl,20.022995184476926,21,50
the cell phone in this image,17.075582501345192,21,50
a photo containing a car,35.228275408371054,20,50
a photo containing a donut,21.12710756110693,20,50
a close-up of a book,20.318057659076135,20,50
the orange in this image,19.027668960101966,20,50
a handbag in the scene,36.82389238071782,19,50
a bench in the scene,28.02996796311677,19,50
a bed in the scene,26.773182844510572,19,50
a horse in the scene,25.01018284422151,19,50
a photo of a cup,21.62482439292637,19,50
a visible suitcase in the scene,19.18693388614258,19,50
a photo containing a sink,34.984026799100945,18,50
a photo containing a kite,33.94519320604542,18,50
a photo containing a baseball bat,29.771614655731764,18,50
a close-up of a skis,24.45476281599867,18,50
a frisbee object,17.96223229113297,18,50
a photo containing a potted plant,22.17584918797298,17,50
a photo containing a orange,19.130977588353772,17,50
a cup in the scene,28.97897649885912,16,50
a close-up of a cat,28.379091803173733,16,50
a small microwave near the center,23.509576949681907,16,50
a photo containing a suitcase,20.710140992277143,16,50
the handbag in this image,20.077893065959707,16,50
a close-up of a skateboard,19.28919691877055,16,50
a photo of a sheep,16.7065897641419,16,50
a photo containing a chair,15.304550401849774,16,50
a close-up of a boat,22.0598323374659,15,50
a close-up of a toothbrush,16.437175763787337,15,50
a visible truck in the scene,27.20254859055303,14,50
a clock in the scene,24.59002269400392,14,50
a photo containing a train,22.77388699578182,14,50
a photo containing a toilet,19.58285178959354,14,50
a photo of a sports ball,17.533739956755017,14,50
a photo containing a hair drier,16.166623618639,14,50
a surfboard object,14.478848630673516,14,50
a visible apple in the scene,13.862004704094842,14,50
a photo containing a snowboard,13.140639595752631,14,50
a bus object,9.466363447666785,14,50
a visible cell phone in the scene,25.22588748023486,13,50
a photo containing a handbag,24.56476518745107,13,50
a photo containing a remote,22.484378762149756,13,50
a photo containing a cake,19.920249711050772,13,50
a visible skis in the scene,9.734903492893277,13,50
a close-up of a clock,21.73709927650135,12,50
a backpack in the scene,20.943864136392236,12,50
a visible oven in the scene,20.771994994423228,12,50
a close-up of a elephant,20.4182021385735,12,50
a photo containing a laptop,18.840555858509543,12,50
a photo of a tie,18.69299299399014,12,50
a photo containing a mouse,16.94622009265438,12,50
a close-up of a laptop,16.454706200384276,12,50
a photo containing a clock,15.684419729999604,12,50
a photo containing a fork,14.861314745371114,12,50
a photo containing a bear,18.21275441042606,11,50
a close-up of a truck,16.54038705895741,11,50
a small refrigerator near the center,16.261645584732275,11,50
a close-up of a broccoli,15.623060865737152,11,50
a close-up of a microwave,13.87449010293798,11,50
a photo of a kite,12.386169237129852,11,50
a photo containing a bicycle,10.419507033524534,11,50
