mondrian_group,sum_phi,n_null,min_null
a giraffe in the scene,176.67095786360727,300,50
a small keyboard near the center,158.2488946203449,205,50
a small bear near the center,140.69294226483115,178,50
a baseball bat in the scene,142.37049551710183,164,50
a car in the scene,115.73945557559901,155,50
a person object,121.62185361803277,152,50
a small sink near the center,114.57939354443519,151,50
a spoon in the scene,99.40827561408486,149,50
a potted plant in the scene,86.29192503326729,140,50
a fork in the scene,98.98733908254363,134,50
a small oven near the center,107.206206210287,129,50
a stop sign in the scene,105.84565536311774,127,50
a small laptop near the center,95.43504671239391,124,50
a close-up of a knife,109.83791306868652,123,50
a small bird near the center,96.71344082153728,119,50
a small broccoli near the center,82.9529402251998,117,50
a baseball glove in the scene,112.52885295958845,112,50
a small train near the center,93.00514689635057,98,50
a small tv near the center,93.00218889485376,98,50
a small cup near the center,95.48319825272918,97,50
a small sandwich near the center,77.23337681879435,96,50
a small frisbee near the center,67.79828014415708,95,50
a small dog near the center,77.80764688745465,94,50
a small banana near the center,95.89269306820577,93,50
a cell phone in the scene,106.8654037985565,92,50
a pizza in the scene,80.11500957637831,77,50
a photo of a cup,54.55489280371912,77,50
a backpack in the scene,71.31897989773339,75,50
a visible person in the scene,73.24767208868354,70,50
a small cake near the center,52.08477713465752,69,50
a donut in the scene,61.37890337429788,68,50
a small person near the center,58.59272864727756,67,50
a bench in the scene,77.85299123749728,62,50
the donut in this image,45.85268695738246,61,50
a close-up of a keyboard,56.86381193633609,60,50
a small backpack near the center,50.52417111278898,57,50
a chair object,53.87991940346606,56,50
the person in this image,55.792617377135294,55,50
a carrot in the scene,56.095850466378415,51,50
a photo containing a donut,62.7744826064817,48,50
a photo of a surfboard,59.73145710099494,48,50
a small tennis racket near the center,48.9173414771879,48,50
a close-up of a spoon,49.15769236937136,47,50
a close-up of a backpack,51.23168999622335,46,50
a traffic light in the scene,49.19160600318501,45,50
a small tie near the center,47.71372977750924,45,50
a tennis racket in the scene,46.93144625476621,45,50
a cake in the scene,43.25434542596235,45,50
a small bowl near the center,44.6687937738778,44,50
a truck object,36.66386527249273,44,50
a visible knife in the scene,49.59591642012626,43,50
a close-up of a snowboard,55.81763911757587,39,50
a bird in the scene,46.67709768175085,38,50
a photo of a skis,37.01357728339808,38,50
a photo containing a keyboard,29.449349969762284,38,50
the backpack in this image,34.018594592965115,37,50
a photo containing a snowboard,38.94479272281375,36,50
a close-up of a orange,55.988984165860195,35,50
a photo of a mouse,25.606479800303656,35,50
a zebra in the scene,44.359876169610814,34,50
a hot dog in the scene,37.85839627681419,34,50
a small potted plant near the center,31.064011070842728,34,50
a toaster in the scene,27.93510944195003,34,50
a small giraffe near the center,40.20885821519047,32,50
a close-up of a tennis racket,22.53308467111187,32,50
a banana in the scene,37.926997675650014,31,50
a photo containing a toilet,35.51497195014802,31,50
the skis in this image,33.83252487249877,31,50
a small bus near the center,29.53325202618744,31,50
a photo of a person,29.0814903085167,31,50
a photo containing a backpack,41.695951438356076,30,50
a photo containing a skateboard,40.01859045937248,30,50
a photo containing a dog,23.642294226444886,30,50
a skateboard in the scene,32.47055643195245,28,50
a visible handbag in the scene,42.90025244843751,26,50
a visible potted plant in the scene,23.98477662450665,26,50
a small hair drier near the center,23.476255859463016,26,50
a small mouse near the center,34.65555811178381,25,50
a photo containing a tie,31.56845851033294,25,50
a photo containing a chair,21.41617423010696,25,50
a small cow near the center,28.383289622590475,24,50
a close-up of a toaster,38.95640162558967,23,50
a suitcase in the scene,27.358498478198335,23,50
a scissors in the scene,26.568265010154814,23,50
a bus in the scene,19.657764803641847,23,50
a photo containing a baseball bat,42.15918582589812,22,50
a photo containing a umbrella,37.49303829653904,22,50
a close-up of a bear,36.90439970720674,22,50
a photo containing a broccoli,31.551487226929023,22,50
a photo containing a bird,21.33340256774159,22,50
a photo containing a book,20.87804379113563,22,50
a photo of a backpack,20.71892798160211,22,50
a photo containing a boat,39.13652253082762,21,50
a photo containing a suitcase,23.087686128822323,21,50
a close-up of a cell phone,21.172059842444092,21,50
a close-up of a sheep,35.44863160911573,20,50
a close-up of a hair drier,27.605560987850716,20,50
a close-up of a book,20.742076151376565,20,50
a handbag in the scene,39.82351411060911,19,50
a photo containing a cake,36.68987497590436,19,50
a close-up of a remote,24.58478927780417,19,50
a photo containing a toothbrush,22.217689782149126,19,50
a photo containing a horse,20.479995876468003,19,50
a visible kite in the scene,19.717887983182866,19,50
a photo containing a refrigerator,48.61734225537782,18,50
a photo containing a hair drier,16.330965694826233,18,50
a close-up of a donut,31.001179750696497,17,50
a close-up of a parking meter,26.60208645563679,17,50
a close-up of a bowl,16.70164307390288,17,50
a photo of a bus,12.427370299218447,17,50
a cup in the scene,31.72787699050383,16,50
a close-up of a truck,26.629186348132894,16,50
a small microwave near the center,24.667876794465336,16,50
a photo containing a spoon,21.93716363537019,16,50
a photo of a traffic light,19.67041662693853,16,50
the dining table in this image,19.286004868778683,16,50
a visible bird in the scene,17.34029430243066,16,50
a close-up of a skateboard,17.337226546753513,16,50
a photo of a sheep,16.631488873312883,16,50
a visible tennis racket in the scene,15.832227099886474,16,50
a photo containing a sheep,15.098239701733833,16,50
a photo of a apple,25.259787103174304,15,50
a photo containing a apple,22.896363794239665,15,50
a close-up of a motorcycle,21.056043015275158,15,50
a close-up of a toothbrush,18.203376241792615,15,50
a cow object,10.260981285131152,15,50
a visible bus in the scene,26.693794359678957,14,50
a photo containing a carrot,25.881703899543826,14,50
a photo containing a train,23.566423907823015,14,50
a close-up of a hot dog,18.785898327047192,14,50
a photo of a sports ball,18.639847022705577,14,50
a photo containing a zebra,17.807720011791222,14,50
a close-up of a carrot,17.41684497196421,14,50
a tv in the scene,17.311166463006344,14,50
a visible sports ball in the scene,17.24611794470034,14,50
a photo of a baseball glove,16.863306209092045,14,50
a photo of a bowl,13.292187271282302,14,50
a bicycle object,9.700933930661996,14,50
a photo containing a handbag,24.58952025451212,13,50
a photo containing a cow,22.034865962865002,13,50
a close-up of a airplane,20.082859822116408,13,50
a photo of a dining table,15.981235602549836,13,50
a photo containing a hot dog,15.001294000700495,13,50
a photo containing a remote,14.652038412039555,13,50
a airplane in the scene,14.601292863310213,13,50
the bed in this image,10.072062858797455,13,50
a photo containing a tennis racket,24.85413036161565,12,50
a close-up of a couch,15.960794904911996,12,50
a close-up of a refrigerator,32.43826479883176,11,50
a visible truck in the scene,24.513234601496485,11,50
a photo containing a fire hydrant,18.912757416092933,11,50
a small couch near the center,18.754466986619015,11,50
a photo containing a traffic light,16.451356636590358,11,50
a photo containing a pizza,20.571931690012864,10,50
a photo containing a cat,20.102493688413137,10,50
a photo containing a clock,20.03076768378321,10,50
a close-up of a elephant,18.95012746213099,10,50
a close-up of a scissors,14.538076643192548,10,50
a bed object,12.062401744537945,10,50
a photo of a horse,9.618634310417697,10,50
a photo of a bed,9.566250515905736,10,50
a photo containing a dining table,34.27139783115089,9,50
a photo containing a sports ball,20.008645607548846,9,50
a close-up of a stop sign,19.387213083791334,9,50
a photo of a toilet,17.793827160847457,9,50
a close-up of a sports ball,16.3598063328735,9,50
a photo containing a stop sign,16.259264792630187,9,50
a elephant in the scene,14.813294752732777,9,50
a close-up of a chair,12.954957756721921,9,50
a visible car in the scene,9.41245826390358,9,50
a frisbee object,3.699858767368649,9,50
a surfboard in the scene,17.817127093675833,8,50
a photo containing a airplane,16.091925296462147,8,50
a close-up of a wine glass,15.908898893475902,8,50
a close-up of a bus,15.664174631818451,8,50
a cell phone object,10.734323967617472,8,50
a close-up of a sandwich,10.654037707282312,8,50
a close-up of a skis,9.231273122957022,8,50
the motorcycle in this image,8.55597180291757,8,50
a photo of a pizza,6.278786196534545,8,50
a close-up of a toilet,18.673862413142803,7,50
a close-up of a clock,16.908124242182485,7,50
a photo containing a skis,13.937764034706976,7,50
a photo of a elephant,8.163943352493224,7,50
a airplane object,6.368669224002234,7,50
the surfboard in this image,18.519408118449473,6,50
a oven in the scene,16.13899223920804,6,50
a dining table in the scene,15.817646974987436,6,50
a photo containing a teddy bear,14.585160326950628,6,50
a close-up of a traffic light,17.88171808216136,5,50
a close-up of a umbrella,15.346646180826138,5,50
a close-up of a cow,14.778495146830917,5,50
the airplane in this image,5.31196276149876,5,50
a visible teddy bear in the scene,5.187719417313151,5,50
a tennis racket object,2.714735717579204,5,50
a dining table object,14.316628598876765,4,50
a close-up of a person,14.187894275586185,4,50
a close-up of a fire hydrant,14.006609039951655,4,50
a visible banana in the scene,5.7755339766636995,4,50
the elephant in this image,4.818652268678172,4,50
a visible surfboard in the scene,4.295891337347331,4,50
a banana object,2.3354671721975233,4,50
a photo of a teddy bear,2.2588581593070343,4,50
a photo containing a potted plant,14.044843914758117,3,50
a close-up of a bench,13.717180916210166,3,50
a visible train in the scene,4.0658622931103565,3,50
the baseball glove in this image,3.2812145075613017,3,50
a cat object,1.9564851115963424,3,50
a bench object,1.5915404265526423,3,50
a close-up of a tv,12.882044019085262,2,50
a close-up of a cup,5.678756718669211,2,50
the tv in this image,3.8631524667723767,2,50
a visible chair in the scene,3.7645818128740327,2,50
a photo of a orange,3.7645818128740327,2,50
a visible horse in the scene,3.3442328309064684,2,50
the sandwich in this image,2.8749955064119934,2,50
a photo of a laptop,0.6407718868873142,2,50
a bear object,0.404674394919722,2,50
a visible keyboard in the scene,3.392698302200565,1,50
a visible toilet in the scene,3.392698302200565,1,50
the cell phone in this image,2.4612484046873186,1,50
a book object,0.9622926093514329,1,50
