mondrian_group,sum_phi,n_null,min_null
a fork in the scene,258.09679998464736,317,50
a broccoli in the scene,192.5554069670509,300,50
a spoon in the scene,229.2566466128076,280,50
a small banana near the center,200.69383531159224,239,50
a small potted plant near the center,147.7776270964329,220,50
a tennis racket in the scene,173.76329376760899,204,50
a close-up of a fork,112.56727804750422,193,50
a book in the scene,127.31866944106075,175,50
a small orange near the center,127.83044744615134,163,50
a small toaster near the center,123.24963768016656,147,50
a potted plant in the scene,82.84384896568355,140,50
a small parking meter near the center,113.36532724173334,132,50
a visible book in the scene,114.49792064491203,130,50
a person object,98.97958661235997,125,50
a small fire hydrant near the center,110.82340994064909,123,50
a carrot in the scene,103.58854634909594,117,50
a small frisbee near the center,111.48522034455783,115,50
a small tennis racket near the center,100.58496328039016,115,50
a small laptop near the center,79.65342970195745,104,50
a small umbrella near the center,84.65821412662433,101,50
a small bowl near the center,94.10895071292862,99,50
a horse in the scene,88.26850384864629,95,50
a skis object,77.85835962962334,94,50
a stop sign in the scene,69.91218788917148,92,50
a sports ball in the scene,70.0215363456244,89,50
a small car near the center,65.63796676362907,86,50
a small sandwich near the center,64.84197483922121,84,50
a visible person in the scene,82.00147851215458,83,50
a small suitcase near the center,78.78968535404199,83,50
a traffic light in the scene,69.07823668835218,82,50
a small book near the center,77.4714766269763,78,50
a fire hydrant in the scene,63.91412080653068,73,50
a traffic light object,59.3613599957128,71,50
a toilet in the scene,59.199339949539045,70,50
a visible skis in the scene,58.60593490263289,69,50
a small cake near the center,51.60920141495175,69,50
a train in the scene,73.45708240840369,66,50
a small bear near the center,47.53198881598462,66,50
a apple in the scene,65.17280728589223,65,50
a small skis near the center,54.06116535158864,64,50
a truck in the scene,48.18116060608074,64,50
a small kite near the center,41.35110353300246,63,50
a chair in the scene,73.35425802794805,62,50
a baseball bat in the scene,48.180808470794396,62,50
a photo containing a handbag,60.23643153057778,60,50
a bottle in the scene,62.616282554246595,57,50
a photo of a cup,62.04880845728345,56,50
a small tv near the center,47.561373493797255,53,50
a small sink near the center,42.251925309603806,53,50
a photo containing a suitcase,57.65037054101678,52,50
a close-up of a bottle,62.828265231022,51,50
a small refrigerator near the center,52.19371840022685,50,50
a sandwich in the scene,71.34293903979871,48,50
a bus object,34.69294390644592,47,50
a small elephant near the center,36.87654998533477,46,50
a visible broccoli in the scene,34.99050953258885,46,50
a hair drier in the scene,43.10710819568875,45,50
a zebra in the scene,53.92746835330155,44,50
a close-up of a bowl,41.917510197402144,44,50
a microwave in the scene,38.868492911967294,44,50
a umbrella in the scene,37.373013439008645,44,50
a car object,28.190979149061807,44,50
a photo containing a spoon,45.09505994370553,43,50
a small airplane near the center,43.60843050378126,43,50
a small stop sign near the center,32.420308759377086,43,50
a small couch near the center,40.821825820027705,42,50
a bus in the scene,32.75170845126462,42,50
a photo containing a book,50.05553787355793,41,50
a photo containing a knife,46.65244450497188,41,50
a small remote near the center,40.937651193187115,41,50
a tv in the scene,29.532843809480298,41,50
a bowl in the scene,34.556372771552496,40,50
a laptop in the scene,30.578120780389252,40,50
a photo containing a skateboard,41.48656451982559,39,50
a visible boat in the scene,37.02287499659174,38,50
a bed in the scene,31.50758128365244,37,50
a small train near the center,36.75989281938979,36,50
a cow in the scene,36.73718766172493,36,50
a photo containing a broccoli,27.356286113513846,36,50
a photo of a person,26.60738632493584,36,50
a teddy bear in the scene,31.993237308165934,35,50
a small cow near the center,57.91569964226715,33,50
a small cell phone near the center,33.27375712615049,33,50
a photo containing a bowl,30.630107167706825,33,50
a photo of a vase,29.072855625891343,32,50
a photo containing a backpack,40.70449947090486,30,50
the pizza in this image,26.45465248083078,30,50
a photo containing a dog,23.32119541186467,30,50
a photo containing a toilet,45.038363532528294,28,50
a small vase near the center,36.02279588559834,28,50
a close-up of a toothbrush,35.779024826016524,28,50
a photo containing a frisbee,31.619897103135177,28,50
a small hair drier near the center,28.36651140527612,28,50
a small tie near the center,27.82745067994106,28,50
a close-up of a carrot,27.394022751103822,28,50
a close-up of a remote,22.65435025846458,27,50
a close-up of a clock,41.65879067408471,26,50
a close-up of a baseball bat,27.56033037317865,26,50
a visible potted plant in the scene,24.220464035305298,26,50
a photo containing a banana,27.2832038331914,25,50
a photo of a skis,24.38811305154474,25,50
a close-up of a cake,37.59894440823206,24,50
a toothbrush in the scene,25.384760467332768,24,50
a scissors in the scene,26.128434528119552,23,50
a umbrella object,21.077948632824135,23,50
a close-up of a backpack,19.17892632204516,23,50
a photo of a bottle,18.0357509438236,23,50
a photo of a clock,26.474291019327996,22,50
a close-up of a zebra,24.842264975893873,22,50
a close-up of a tie,22.90928776678427,21,50
a photo containing a refrigerator,21.806888314487818,21,50
a photo containing a teddy bear,32.945010228169224,20,50
the orange in this image,20.425783075159032,20,50
a photo containing a remote,18.696389026700665,20,50
the person in this image,21.753980087888365,19,50
a visible suitcase in the scene,17.638866585780725,19,50
a photo of a teddy bear,15.363346331612838,19,50
a close-up of a traffic light,41.176764476697876,18,50
a close-up of a motorcycle,34.25959819241716,18,50
a couch in the scene,28.501056349933496,18,50
a close-up of a wine glass,18.988386395231373,18,50
a chair object,11.05594998772375,18,50
a close-up of a bus,47.42459115161635,17,50
the handbag in this image,29.493132508135645,17,50
a photo containing a toothbrush,24.36354684944884,17,50
a photo of a sink,23.569974029010737,17,50
the truck in this image,10.82558538189986,17,50
a photo containing a boat,32.98745776731207,16,50
a photo containing a surfboard,21.998110268057417,16,50
a visible bird in the scene,19.411290454625547,16,50
the dining table in this image,18.7531613274541,16,50
a photo of a traffic light,18.36067554551353,16,50
a close-up of a skateboard,16.484181886082613,16,50
a clock in the scene,23.504286421673854,15,50
a photo containing a potted plant,38.65265097406004,14,50
a close-up of a cow,33.34861590262049,14,50
a close-up of a microwave,26.728626584870607,14,50
a photo containing a bus,24.471811804518513,14,50
a photo of a fire hydrant,16.683801120135623,14,50
a photo containing a tennis racket,16.511030849577995,14,50
a photo of a zebra,16.164622484657365,14,50
a visible truck in the scene,25.57117894051311,13,50
a photo containing a sink,23.502869970497837,13,50
a photo containing a pizza,17.751501070046956,13,50
a mouse in the scene,17.644074990383444,13,50
a close-up of a sheep,15.982988457209649,13,50
a photo of a dining table,15.44483560522492,13,50
a close-up of a refrigerator,34.186735325089614,12,50
a backpack in the scene,22.945568663109654,12,50
a surfboard in the scene,21.27166197887391,12,50
a photo containing a orange,20.690005154010088,12,50
a photo containing a apple,18.189679808025204,12,50
a photo containing a fork,15.617519670954081,12,50
a close-up of a laptop,15.355910804880333,12,50
a small oven near the center,22.99276043792034,11,50
a close-up of a broccoli,16.68196317028132,11,50
a photo containing a traffic light,15.033139923868822,11,50
the sink in this image,11.05950490443433,11,50
a photo containing a wine glass,22.159472765501878,10,50
a close-up of a kite,18.509552010527063,10,50
a photo containing a scissors,12.92747710865619,10,50
a surfboard object,12.284115167481366,10,50
a bed object,11.565447354544387,10,50
a tv object,7.2167548271454365,10,50
a potted plant object,7.13476204740906,10,50
a dog object,6.34000810991171,10,50
a close-up of a orange,19.19771847870164,9,50
a photo containing a giraffe,16.037610248198714,9,50
a photo containing a sports ball,12.226649172303919,9,50
a frisbee object,4.145171639770691,9,50
a close-up of a knife,18.86326854858998,8,50
a photo containing a zebra,18.383028520046082,8,50
a close-up of a sandwich,10.439454478290093,8,50
a photo of a potted plant,9.590750200509005,8,50
a visible tennis racket in the scene,7.985963643366735,8,50
a photo of a car,6.848687203740556,8,50
a vase in the scene,19.699010309372095,7,50
a cat in the scene,19.525067822724488,7,50
a photo of a cow,9.520023922847313,7,50
the elephant in this image,7.898006938124491,7,50
the frisbee in this image,7.347069874984937,7,50
a close-up of a suitcase,21.163276524863903,6,50
a photo containing a couch,19.855875164226628,6,50
a pizza in the scene,17.34073218714497,6,50
a close-up of a bicycle,15.864471728696175,6,50
a close-up of a umbrella,13.950798580695121,6,50
a close-up of a snowboard,13.895989065031923,6,50
a photo containing a tv,12.91631882648313,6,50
a close-up of a cat,11.872136238872507,6,50
a photo containing a skis,7.807303768232306,6,50
a oven object,5.700344950776679,6,50
the cup in this image,5.283807827287834,6,50
a visible zebra in the scene,2.299658380221755,6,50
a small giraffe near the center,19.700930757492326,5,50
a bear in the scene,17.762871043034206,5,50
a photo containing a fire hydrant,16.54165605956058,5,50
a close-up of a sink,15.516213690655736,5,50
a close-up of a bed,15.09349303420102,5,50
a photo containing a stop sign,11.87980510559727,5,50
a photo of a toilet,8.668188245082751,5,50
a photo containing a cell phone,8.393922834653903,5,50
a tennis racket object,2.541790377033048,5,50
a close-up of a baseball glove,13.92744857061552,4,50
a photo containing a airplane,6.386752446724832,4,50
a cup object,2.385584670496954,4,50
the chair in this image,15.363926869081892,3,50
a close-up of a train,15.243708469804178,3,50
a photo containing a dining table,11.670054820530412,3,50
a visible clock in the scene,5.488398952493271,3,50
the bottle in this image,4.6840102376261115,3,50
a visible train in the scene,4.265060374192183,3,50
a visible keyboard in the scene,3.9765866419516787,3,50
a knife object,2.654864740066997,3,50
a photo containing a clock,13.596639351215623,2,50
the umbrella in this image,5.321234530197701,2,50
the backpack in this image,3.19610387263228,2,50
the sandwich in this image,2.215595384858543,2,50
a zebra object,1.0970783599653164,2,50
a photo of a cell phone,0.9207357123672233,2,50
a visible skateboard in the scene,3.113858379452249,1,50
a visible bowl in the scene,2.21690408357075,1,50
a book object,1.1966679482250417,1,50
a visible cell phone in the scene,1.1966679482250417,1,50
