mondrian_group,sum_phi,n_null,min_null
a broccoli in the scene,240.83139190280127,390,50
a truck object,258.8454768005673,318,50
a umbrella in the scene,148.9707254985885,193,50
a close-up of a fork,107.2270100442787,193,50
a small toothbrush near the center,137.52489625115504,190,50
a zebra in the scene,113.43895939128305,171,50
a train object,109.28474996840441,170,50
a fork in the scene,136.34504774238906,164,50
a small orange near the center,104.62188487630569,139,50
a small umbrella near the center,117.03369670566316,133,50
a small laptop near the center,95.62397438325615,124,50
a small spoon near the center,79.26633777165944,119,50
a tennis racket in the scene,78.78032237402637,108,50
a small fire hydrant near the center,99.86107907310378,106,50
a small toaster near the center,75.09204162663045,106,50
a book in the scene,59.388751299136274,97,50
a visible book in the scene,83.56543728647583,94,50
a cell phone in the scene,108.8092400316812,92,50
a truck in the scene,75.1593602290282,92,50
a suitcase in the scene,63.54824595128986,88,50
a bus in the scene,78.80625775355264,83,50
a photo containing a bottle,66.21000807268797,80,50
a small cake near the center,61.36726054795216,80,50
a small sandwich near the center,52.23736830745249,80,50
a small fork near the center,61.608351113087195,78,50
a orange in the scene,67.8232185422335,76,50
a small sink near the center,53.7124044777897,76,50
a couch in the scene,51.13466959153222,76,50
a small tennis racket near the center,60.5111156249616,70,50
a toilet in the scene,56.758645676201134,70,50
a small snowboard near the center,74.25453371014953,69,50
a small horse near the center,50.34409524588596,68,50
a book object,56.84556270271942,67,50
a car in the scene,53.663631967630714,66,50
a close-up of a keyboard,65.93326278120911,63,50
a small bird near the center,55.50272931895441,63,50
a small kite near the center,40.091766481358476,63,50
a photo containing a suitcase,67.25470684902145,62,50
a small train near the center,55.73905703863547,62,50
a small cup near the center,54.218636500707916,62,50
a baseball glove in the scene,58.37538490006718,61,50
a small oven near the center,61.11907145537394,59,50
a small frisbee near the center,54.9741658711234,59,50
a small handbag near the center,47.33741235538796,59,50
a small tie near the center,52.79408860571248,58,50
a small dog near the center,52.768178757703446,57,50
a close-up of a knife,44.112734467372164,56,50
a small cat near the center,49.88403611772482,55,50
