mondrian_group,sum_phi,n_null,min_null
a visible book in the scene,203.38931324110195,224,50
a banana object,132.04128203434522,215,50
a small toothbrush near the center,147.18333702600256,190,50
a close-up of a knife,120.90461113541726,186,50
a small tie near the center,167.52383252568956,173,50
a stop sign in the scene,142.63407178013776,168,50
a small sink near the center,142.3385647107747,168,50
a small stop sign near the center,119.79102695910031,157,50
a broccoli object,122.95607318600275,146,50
a small toaster near the center,133.6159763110785,141,50
a small bear near the center,104.73032682338547,140,50
a potted plant in the scene,88.72457010476461,140,50
a book in the scene,97.02239961791098,136,50
a fork in the scene,102.39180480956112,134,50
a small tennis racket near the center,119.80877370464768,132,50
a spoon in the scene,125.70006307813883,129,50
a carrot in the scene,103.36884322982758,117,50
a small keyboard near the center,80.28857353228572,116,50
a small backpack near the center,104.72107166842818,114,50
a vase in the scene,105.15242098042184,111,50
a photo of a cup,83.66183936650788,103,50
the tie in this image,62.54616887401899,99,50
a small train near the center,96.40293407223265,98,50
a dog in the scene,90.94680006784819,94,50
a small potted plant near the center,71.37611439250345,94,50
a broccoli in the scene,70.84224335650865,90,50
a baseball glove in the scene,86.97592035470987,88,50
a close-up of a backpack,76.40074622716195,88,50
a small car near the center,68.84668857452588,86,50
a bicycle in the scene,83.74770744460909,84,50
a train in the scene,80.96100455512187,79,50
a tv in the scene,63.18868237491991,79,50
a horse in the scene,59.55436630769301,76,50
a photo containing a sink,122.64950518095934,75,50
a person object,62.583778463243114,75,50
a small umbrella near the center,80.78187735840952,74,50
a small suitcase near the center,68.38082826290348,73,50
a small horse near the center,69.23659815085868,71,50
a small banana near the center,59.38983526770779,65,50
a small skis near the center,53.91459300626269,64,50
a truck in the scene,48.656079322844214,64,50
a chair in the scene,68.59784745585067,62,50
a keyboard in the scene,57.351116051684656,62,50
a close-up of a baseball glove,53.49266278650911,60,50
a backpack in the scene,66.57789556624343,58,50
a sink in the scene,44.06354653849272,58,50
a handbag in the scene,89.20589630778316,54,50
the backpack in this image,56.084730766503064,53,50
a small book near the center,46.692944912964855,53,50
a photo containing a banana,58.726986384669694,50,50
a small sandwich near the center,58.465750434615785,49,50
a photo containing a apple,61.068852926135555,48,50
a bench object,51.47186892786674,45,50
a traffic light in the scene,46.31989447609792,45,50
a photo containing a skateboard,53.90504362402498,43,50
a photo of a traffic light,46.137234826276476,43,50
a photo of a tie,46.34667951542523,42,50
a photo containing a laptop,54.87952629182914,41,50
a small oven near the center,50.02539842174493,41,50
a skateboard in the scene,38.68781295018762,41,50
a small remote near the center,38.36734962398744,41,50
a photo of a knife,30.55036180337523,41,50
a vase object,41.2503019405901,40,50
a tie object,36.64234619959923,40,50
a laptop in the scene,29.710763742328847,40,50
a visible kite in the scene,38.22757892713338,38,50
a photo containing a sports ball,34.42284992803281,37,50
a cow in the scene,36.50984055464536,36,50
a small dining table near the center,34.520809629065894,36,50
a photo containing a teddy bear,54.61651644419858,34,50
a small bowl near the center,37.4976936600109,34,50
a toaster in the scene,29.83885419367415,34,50
a visible wine glass in the scene,34.86101861072995,33,50
a close-up of a pizza,36.23918616267326,32,50
a photo of a vase,30.34693585067646,32,50
