mondrian_group,sum_phi,n_null,min_null
a banana object,136.32416375687401,222,50
a small skis near the center,147.72902693701647,202,50
a umbrella in the scene,152.55814198846815,193,50
a small baseball bat near the center,146.2732194600149,185,50
a small toothbrush near the center,152.27049068430256,184,50
a small sink near the center,124.35560816624299,178,50
a train object,111.00787061968353,170,50
a stop sign in the scene,144.09838122339195,168,50
a broccoli in the scene,108.99074808088496,166,50
a small orange near the center,135.64611379048333,163,50
a small toaster near the center,118.74499881301328,147,50
a small umbrella near the center,107.64839858147009,142,50
a photo of a cup,119.86503508085309,133,50
a visible book in the scene,114.3625019178748,130,50
a visible person in the scene,139.43214472752624,127,50
a small banana near the center,125.40873344240171,126,50
a small spoon near the center,76.62812445241897,116,50
a small dining table near the center,105.5702490144135,115,50
a baseball bat in the scene,99.28741591097933,112,50
a photo containing a spoon,94.70881399223883,95,50
a small toilet near the center,81.6214113314965,95,50
a small sports ball near the center,84.23357171759025,93,50
a tie in the scene,88.29692803062346,91,50
a bicycle in the scene,82.11768243848644,84,50
a small sandwich near the center,64.70374840463217,84,50
a bus in the scene,62.51391402377858,83,50
a knife in the scene,61.69966245613918,79,50
a small laptop near the center,76.61916236558973,78,50
a book in the scene,62.84969066914805,78,50
a bed in the scene,89.49215351912073,76,50
a orange in the scene,71.27174129301471,76,50
a small keyboard near the center,57.768051573007796,72,50
a cake in the scene,85.55611306756123,71,50
a sports ball in the scene,65.58706483728089,70,50
a photo of a person,75.23485363825783,68,50
a snowboard in the scene,51.00145750814949,63,50
a small kite near the center,42.46317455805164,63,50
a fork in the scene,85.71600607025502,62,50
a chair in the scene,73.2286963774327,62,50
a banana in the scene,72.7185583297634,58,50
a sink in the scene,40.922712093024586,58,50
a chair object,54.45668488528989,55,50
a close-up of a bottle,47.94471267051963,54,50
the person in this image,58.80906129251177,52,50
a truck in the scene,39.31474488366535,52,50
a small snowboard near the center,48.029112964425806,51,50
a bird object,44.11042667681566,51,50
a photo containing a bottle,42.06689360662336,51,50
a close-up of a backpack,62.871615352192514,49,50
a pizza in the scene,53.767096700145935,48,50
a small tennis racket near the center,51.873195453693576,48,50
a photo containing a bench,53.473061454457,47,50
a small book near the center,51.57614403062554,46,50
a small handbag near the center,35.984018707120704,46,50
a hair drier in the scene,44.854007855108684,45,50
a close-up of a orange,71.06685661924054,44,50
the bottle in this image,54.15670323343668,44,50
a small suitcase near the center,53.02648798546267,43,50
a close-up of a spoon,58.58615990899865,42,50
a clock in the scene,46.44991575810427,41,50
a small boat near the center,41.073468596951756,41,50
a photo containing a toilet,63.8978392582416,40,50
the boat in this image,40.68353995570407,40,50
a bowl in the scene,35.11820100108852,40,50
a photo containing a carrot,43.71173712270935,38,50
a photo of a skis,35.81709122429775,38,50
a small bear near the center,31.19862102663991,38,50
a photo containing a apple,44.1789865754941,37,50
a cow in the scene,39.323530220289385,36,50
a small fire hydrant near the center,38.96832664747958,36,50
a photo containing a snowboard,35.09499136286536,36,50
a tv in the scene,30.74265558845227,36,50
a person object,24.235148342965775,36,50
a handbag in the scene,51.37001833434615,35,50
a photo containing a handbag,35.65490532269479,34,50
a close-up of a book,32.39977691044659,34,50
a photo containing a umbrella,39.51759004939027,33,50
a small cup near the center,38.52416394280312,33,50
a visible chair in the scene,38.29943306032547,33,50
a visible wine glass in the scene,36.34007007937035,33,50
a small couch near the center,33.69807286626738,32,50
a tie object,30.34266934192538,32,50
a close-up of a tennis racket,24.347198344277277,32,50
a small giraffe near the center,42.64259316786012,31,50
the pizza in this image,28.376494815824852,31,50
a photo containing a fork,27.24001229405918,31,50
a small cow near the center,46.82714178578382,30,50
a small oven near the center,29.057594514012862,30,50
a close-up of a horse,34.24065829391531,29,50
a backpack in the scene,27.650182217677095,29,50
a small vase near the center,37.18885358229691,28,50
a photo containing a frisbee,31.3381255475365,28,50
a close-up of a truck,49.408135177823866,27,50
a spoon in the scene,31.98910748531519,27,50
a photo containing a bird,31.50526419101504,27,50
a visible potted plant in the scene,22.604839356922454,26,50
a small knife near the center,21.322570654987572,26,50
a small donut near the center,32.934622246285194,25,50
a photo of a toilet,30.04673289955291,25,50
a dining table in the scene,23.150481194942753,25,50
a visible truck in the scene,56.76871516851261,24,50
the cell phone in this image,33.82438399755543,24,50
a visible bottle in the scene,31.609618535798976,24,50
a bench in the scene,28.57314881129122,24,50
a visible sports ball in the scene,19.213942949896524,23,50
a photo of a bottle,18.428653765924636,23,50
a photo of a clock,28.734294731604454,22,50
a photo of a boat,20.67845734170373,22,50
a close-up of a laptop,30.519556716688793,21,50
a close-up of a snowboard,28.306342518336432,21,50
a photo containing a suitcase,22.150941877777797,21,50
a small clock near the center,31.18341334012832,20,50
a photo containing a knife,26.536028954933474,20,50
a orange object,25.67002377238524,20,50
a close-up of a baseball glove,16.886490369570012,20,50
a photo containing a giraffe,23.726750446014954,19,50
a close-up of a remote,22.73080476945312,19,50
a photo containing a chair,20.841206368164872,19,50
a visible knife in the scene,18.642209284183597,19,50
a photo containing a train,27.011665174203806,18,50
a visible parking meter in the scene,25.73456839346701,18,50
a photo containing a parking meter,22.461490667908386,17,50
a zebra in the scene,18.82081134291863,17,50
a vase object,14.674261325995102,17,50
the truck in this image,13.675788024919168,17,50
a cup in the scene,32.38903778406053,16,50
a small cake near the center,27.025862857960753,16,50
a elephant in the scene,21.487184273323162,16,50
a visible car in the scene,16.668535480711263,16,50
a close-up of a microwave,29.732284541324155,15,50
a photo of a apple,23.655670598035886,15,50
a photo containing a bed,20.792565092479315,15,50
a close-up of a toilet,40.104924989152785,14,50
a photo containing a skateboard,24.69731741546935,14,50
a small bowl near the center,20.87036132648556,14,50
a photo containing a hair drier,17.559806801359464,14,50
a photo of a zebra,16.35150864058944,14,50
a visible apple in the scene,12.673759567202667,14,50
a photo containing a couch,24.71030100843978,13,50
a visible spoon in the scene,19.93021561668928,13,50
a close-up of a toothbrush,16.947302743014628,13,50
a close-up of a cake,16.474028421380687,13,50
the apple in this image,30.878397730430315,12,50
a photo containing a dog,19.223036956315028,12,50
