mondrian_group,sum_phi,n_null,min_null
a broccoli in the scene,184.61804513212869,300,50
a small broccoli near the center,149.84759788916375,240,50
a visible book in the scene,181.62966355051591,224,50
a fork in the scene,142.50308878326757,214,50
a tie in the scene,157.97218916721863,178,50
a person object,148.77343417818955,172,50
a spoon in the scene,129.64406315837115,171,50
a small potted plant near the center,102.91128406019014,155,50
a visible person in the scene,150.86974829765882,146,50
a small skis near the center,91.0669610964204,138,50
a small spoon near the center,79.94337280107722,119,50
a small tennis racket near the center,111.05843598190121,118,50
a carrot in the scene,102.97927134120415,117,50
a bus in the scene,85.45519260703026,110,50
a small toaster near the center,76.22541304016644,106,50
a backpack in the scene,105.52648194021731,101,50
a truck in the scene,81.89429245851822,97,50
a small sandwich near the center,77.43095772833357,96,50
a baseball glove in the scene,90.27315190867328,95,50
a small refrigerator near the center,81.43879045150813,95,50
a skis object,80.01126875533943,94,50
a small snowboard near the center,101.64939929986834,93,50
a clock in the scene,117.24534598793477,92,50
a banana in the scene,64.7319520451013,92,50
a small tie near the center,78.81555959435809,86,50
a small cow near the center,82.9254231814731,85,50
a visible broccoli in the scene,74.72577583438768,83,50
a small bus near the center,71.23566158087351,80,50
a close-up of a backpack,60.288286844690596,77,50
a small train near the center,71.51920421700318,76,50
a small sink near the center,61.085448551928565,76,50
a couch in the scene,53.680461981591435,76,50
a photo containing a apple,85.86991038645651,75,50
a small laptop near the center,49.24442537824641,75,50
a fire hydrant in the scene,60.980454179574224,73,50
a small keyboard near the center,56.71177607920592,72,50
a visible skis in the scene,58.75327522784693,69,50
a small parking meter near the center,72.9486416338448,66,50
a bird object,55.16099000927981,66,50
a small cup near the center,59.38836674453616,64,50
a photo containing a chair,65.61007251177165,63,50
a chair in the scene,67.37185842987132,62,50
a baseball bat in the scene,52.1260940090573,62,50
a train in the scene,52.07535744399361,60,50
a small handbag near the center,47.75999359182173,59,50
a small banana near the center,56.82117081193534,58,50
a cake object,52.19350920873074,58,50
a bed in the scene,68.13468691077549,57,50
a donut in the scene,56.487349169764265,57,50
a small fork near the center,41.90623652471055,56,50
a close-up of a zebra,64.73826786684742,55,50
a small skateboard near the center,53.124938978533656,55,50
a small cat near the center,50.35499871726118,55,50
a small boat near the center,53.346633609757475,54,50
a small book near the center,44.28153180215962,53,50
a close-up of a baseball glove,43.17301777306649,50,50
a photo of a surfboard,56.33796753313243,48,50
a motorcycle in the scene,43.365013017513924,48,50
a small dog near the center,39.436471814200566,47,50
a close-up of a remote,44.63670484494419,46,50
a snowboard in the scene,37.19576595138349,46,50
a traffic light in the scene,50.4332309607046,45,50
a tennis racket in the scene,48.16081050402566,45,50
a photo containing a knife,43.76320939038228,45,50
a photo containing a carrot,50.717380626453604,44,50
a small bowl near the center,44.53440314752153,44,50
a small airplane near the center,39.92185662139936,43,50
a visible backpack in the scene,36.29546772072155,43,50
a small umbrella near the center,44.80883800447303,42,50
a photo containing a frisbee,52.65112224956756,41,50
a photo containing a vase,41.98512581533141,41,50
a sheep in the scene,33.5495863223196,41,50
a photo of a knife,32.04864849609673,41,50
a close-up of a bowl,39.419750297420656,40,50
the boat in this image,37.997482185435324,40,50
a photo of a clock,48.474980845101236,39,50
a photo of a skis,38.02717395824081,38,50
a visible boat in the scene,34.12905681790721,38,50
a toaster in the scene,33.992890439389946,38,50
a small bear near the center,33.52498934668234,38,50
a photo containing a bottle,30.335447183172764,38,50
a small fire hydrant near the center,36.078197324377186,36,50
a close-up of a orange,60.7594492959089,35,50
a handbag object,38.625441358596554,35,50
a bench in the scene,35.495872844397354,35,50
a close-up of a bottle,48.911398232547064,34,50
a hot dog in the scene,38.35798215162017,34,50
a dog in the scene,29.445795303031677,34,50
a photo containing a suitcase,35.317934818307506,31,50
the skis in this image,31.004611145120816,31,50
a photo of a keyboard,24.128803356513938,31,50
a oven in the scene,20.424217079698337,30,50
a close-up of a hair drier,42.09019345545877,28,50
a visible bowl in the scene,32.95893980715571,28,50
a surfboard in the scene,42.69182753431561,27,50
a small oven near the center,31.342602277296354,26,50
a close-up of a apple,27.681624670343897,26,50
a photo of a person,26.350700581174753,26,50
