mondrian_group,sum_phi,n_null,min_null
a fork in the scene,300.5135536101194,371,50
a small tennis racket near the center,234.31679259341894,248,50
a small broccoli near the center,148.73222216040168,240,50
a carrot in the scene,206.2225104020509,230,50
a small skis near the center,159.4253389685864,221,50
a zebra in the scene,149.70212801118345,205,50
a stop sign in the scene,149.44001000814967,183,50
a book in the scene,126.9003675105049,175,50
a train object,109.83235471202619,170,50
a small cake near the center,144.6463318042344,165,50
a small stop sign near the center,129.63016706030677,157,50
a spoon in the scene,159.0230577229367,156,50
a small giraffe near the center,123.41300668173575,147,50
a broccoli object,124.82636421290673,146,50
a small potted plant near the center,107.06734114222834,137,50
a small book near the center,97.90549991965219,130,50
a small horse near the center,114.50761861842514,122,50
a small keyboard near the center,87.53823037430726,122,50
a small spoon near the center,81.28384276324395,119,50
a suitcase in the scene,91.34745211927627,106,50
a small donut near the center,98.96550026423988,100,50
a small toothbrush near the center,77.3434259320405,99,50
a small tv near the center,92.09415003777589,98,50
a small kite near the center,87.62369507478765,95,50
a broccoli in the scene,67.87938524391377,90,50
a visible person in the scene,81.01793379647398,84,50
a cup in the scene,75.39166668912179,82,50
a traffic light in the scene,70.03491256197707,82,50
a knife in the scene,62.32817430803277,79,50
a bench in the scene,78.1784786407614,78,50
a small oven near the center,57.04589258066494,78,50
a person object,60.83163726693247,77,50
a small sink near the center,55.67184640581746,76,50
a small baseball bat near the center,54.87818344004619,76,50
a backpack in the scene,84.13682508950514,75,50
a small fire hydrant near the center,60.70154428409588,70,50
a toilet in the scene,57.43469595093302,70,50
a photo of a person,58.89857626678269,68,50
a small bear near the center,48.57437028224787,66,50
a apple in the scene,65.22736683743283,65,50
a small banana near the center,60.18299013806571,61,50
the bottle in this image,48.40754101126814,61,50
a close-up of a carrot,63.79666233045854,58,50
a bottle in the scene,64.69337282471707,57,50
a small backpack near the center,49.19327744931302,57,50
a small couch near the center,60.87994968767014,55,50
a small cow near the center,50.05137259067296,52,50
a handbag in the scene,70.43620923185502,51,50
a tennis racket in the scene,46.77685024355283,51,50
a bird object,44.43804851581116,51,50
a small truck near the center,43.72214259575452,51,50
a small bowl near the center,60.99294914631335,48,50
a photo containing a knife,46.69222116646345,48,50
a small dog near the center,39.25229119950289,47,50
a photo containing a bottle,43.60287844468218,46,50
a photo containing a spoon,41.986698298723944,46,50
a photo of a mouse,36.14538465908639,46,50
a bench object,51.88626176560114,45,50
a cake in the scene,42.08302471428721,45,50
a small laptop near the center,39.158099604272955,45,50
a microwave in the scene,37.88424806075582,44,50
a visible backpack in the scene,33.51973566961955,43,50
a photo of a chair,30.021587478880576,42,50
a visible chair in the scene,44.06523574005467,41,50
a small remote near the center,43.85388595377894,41,50
a tie object,36.446802816945095,40,50
a laptop in the scene,30.74174323167646,40,50
a bed in the scene,44.947214514599494,38,50
a visible kite in the scene,35.87642219426883,38,50
a photo of a cup,42.26811908102401,37,50
a photo containing a skateboard,38.65295656338092,37,50
a remote in the scene,37.168085930652936,37,50
a photo of a horse,37.53878908771171,36,50
a cow in the scene,35.214726820132434,36,50
a close-up of a spoon,29.662102891581416,36,50
a close-up of a boat,48.6675632331748,35,50
a photo containing a chair,36.51455051159472,35,50
a photo containing a apple,35.586368919934074,34,50
a photo of a sink,36.54722874707753,33,50
a photo containing a book,33.55846524892521,32,50
a photo of a vase,27.440604718906837,32,50
the person in this image,30.5676597414778,30,50
a close-up of a backpack,24.148775683268727,29,50
a close-up of a banana,23.032310844762574,29,50
a bird in the scene,37.68292985694298,28,50
a photo containing a frisbee,31.097964958584733,28,50
a close-up of a remote,21.442094456898868,27,50
a photo containing a backpack,24.909553353022957,26,50
a small mouse near the center,26.36906757642444,25,50
a close-up of a keyboard,23.89308149420537,25,50
a visible truck in the scene,43.30969491396913,24,50
a frisbee in the scene,38.33341533536718,24,50
a visible book in the scene,28.142503427004584,24,50
a photo of a frisbee,18.257141178265954,24,50
the cell phone in this image,30.19504097169632,23,50
a photo of a cow,30.10018818632505,23,50
a close-up of a hair drier,25.943903400192198,23,50
a visible remote in the scene,23.586927111789134,23,50
a umbrella object,22.894341119644352,23,50
a visible tie in the scene,21.773127664493447,23,50
the dining table in this image,20.84601958665098,23,50
a vase object,23.971554317021965,22,50
a photo containing a bird,21.420973246325346,22,50
a hot dog in the scene,41.110550403940756,21,50
a photo containing a refrigerator,35.53850512987147,21,50
a close-up of a laptop,30.420675518346016,21,50
a photo containing a suitcase,21.84392426270775,21,50
a photo containing a sink,32.18106199555936,20,50
a close-up of a elephant,28.443680154111824,20,50
a teddy bear in the scene,27.806422221235763,20,50
a orange object,23.264287442332652,20,50
a close-up of a hot dog,18.87822525317729,20,50
a close-up of a baseball glove,17.70107644518061,20,50
a photo containing a clock,36.77986511642438,19,50
a surfboard in the scene,24.062059643315866,19,50
a photo containing a toothbrush,21.750887440881183,19,50
a visible bench in the scene,20.079882161928445,18,50
a snowboard in the scene,19.9134156687011,18,50
a close-up of a orange,18.909873208940805,18,50
a close-up of a wine glass,18.609899122399938,18,50
a horse in the scene,18.415860706461718,18,50
a photo containing a hair drier,15.845712830412143,18,50
a photo of a clock,20.206923028433724,17,50
a photo of a toilet,16.311029451354937,17,50
a close-up of a zebra,15.83213157516847,17,50
a photo of a bus,12.953989534619566,17,50
a small microwave near the center,26.726061143932306,16,50
a small sandwich near the center,23.82739104104407,16,50
a visible bird in the scene,18.330045510787574,16,50
a close-up of a snowboard,17.742913349890305,16,50
a photo containing a baseball bat,31.671302986111026,15,50
a photo containing a umbrella,18.957809244866002,15,50
a photo containing a toilet,18.741554326085723,15,50
a photo containing a carrot,18.112360891155426,15,50
a close-up of a toothbrush,17.971701103590295,15,50
a mouse in the scene,27.851539941146342,14,50
a clock in the scene,27.057199712771634,14,50
the oven in this image,26.630951407014507,14,50
a close-up of a horse,18.73832147300616,14,50
a visible sports ball in the scene,16.81294045713869,14,50
a close-up of a cake,16.541289892718417,14,50
a visible car in the scene,14.155321430698862,14,50
a photo of a bowl,12.248413422076565,14,50
a bicycle object,9.20758588608827,14,50
a close-up of a refrigerator,31.095206958070932,13,50
a small cat near the center,23.498666112292863,13,50
a hair drier in the scene,20.26147070497239,13,50
a close-up of a mouse,17.147350935886653,13,50
a close-up of a scissors,15.320962428883826,13,50
a airplane in the scene,14.362378637400877,13,50
the apple in this image,29.826032000571658,12,50
a close-up of a teddy bear,25.515358419547887,12,50
a photo of a car,18.78182052738992,12,50
a photo containing a mouse,17.70699295748966,12,50
a photo containing a traffic light,17.465713744682997,12,50
a photo containing a fork,15.874035828562468,12,50
the train in this image,14.72956944592674,12,50
a photo containing a bed,14.09969998487498,12,50
a chair object,11.531858921147979,12,50
a close-up of a broccoli,15.93748447123651,11,50
a photo containing a fire hydrant,14.15548177900814,11,50
a photo of a kite,13.793549013874452,11,50
the chair in this image,13.472027398596339,11,50
a photo of a banana,5.892761425962802,11,50
a close-up of a sink,24.683185501192177,10,50
a photo containing a kite,21.927819532200893,10,50
a close-up of a kite,18.740224653464185,10,50
a photo containing a cake,17.67113199770606,10,50
a close-up of a vase,15.878565997491773,10,50
a photo containing a remote,15.812499816627621,10,50
a close-up of a toilet,14.918053032623577,10,50
a photo of a zebra,12.665186379223634,10,50
the horse in this image,8.537743078986024,10,50
a close-up of a tv,21.441511300646713,9,50
a photo containing a car,17.748130803091684,9,50
a close-up of a sports ball,17.12199677880897,9,50
a close-up of a frisbee,20.409795473925495,8,50
a photo containing a keyboard,18.767552737845033,8,50
a close-up of a bus,16.675647887039702,8,50
a visible sheep in the scene,10.313865511083716,8,50
the skis in this image,8.218839786675641,8,50
a photo containing a banana,7.8711911944033615,8,50
a close-up of a skis,7.32625520259746,8,50
a photo containing a vase,20.85297061809605,7,50
a cat in the scene,18.929721029932885,7,50
a close-up of a clock,17.750456880263254,7,50
a photo containing a tv,17.33966590509091,7,50
a photo containing a bicycle,15.64663463300994,7,50
a photo containing a skis,12.783120500282397,7,50
a close-up of a truck,9.652095921876613,7,50
a airplane object,6.404927544401237,7,50
the surfboard in this image,18.74757579475903,6,50
a photo containing a baseball glove,13.53040540633565,6,50
a visible bed in the scene,10.288552814276857,6,50
a visible dining table in the scene,5.814742364142094,6,50
a close-up of a umbrella,15.802269411713473,5,50
a photo containing a elephant,9.350103266883792,5,50
a photo containing a dog,9.09406066632389,5,50
the airplane in this image,5.625475736839629,5,50
a visible teddy bear in the scene,4.5224839376765145,5,50
a donut in the scene,17.99313934240934,4,50
a close-up of a baseball bat,17.33723485640087,4,50
a sandwich in the scene,17.127485249574562,4,50
a small parking meter near the center,14.451471617704708,4,50
a dining table object,14.39720095772185,4,50
a close-up of a microwave,14.336244081296334,4,50
the toilet in this image,4.735031337168467,4,50
a kite object,3.072575207321923,4,50
a banana object,2.3941023475478627,4,50
a photo of a teddy bear,2.2322684063725555,4,50
a close-up of a oven,14.592053192705375,3,50
a visible horse in the scene,7.106679138407926,3,50
a visible frisbee in the scene,3.7379948297379166,3,50
a visible tennis racket in the scene,4.3520149805610195,2,50
the bird in this image,4.1932414819737875,2,50
the backpack in this image,3.4591115543106983,2,50
the tv in this image,3.113300648460159,2,50
a visible bowl in the scene,2.267693483897099,2,50
a photo of a cell phone,1.1318576626554195,2,50
a close-up of a airplane,12.931678640851525,1,50
the cat in this image,3.1824788500368943,1,50
a visible sandwich in the scene,3.1824788500368943,1,50
the sheep in this image,1.553569267201684,1,50
