mondrian_group,sum_phi,n_null,min_null
a truck object,275.3910224433528,318,50
a broccoli in the scene,189.2801715756014,300,50
a small broccoli near the center,152.92858663234864,240,50
a banana object,125.96557479412895,211,50
a close-up of a knife,136.07044941254347,194,50
a tie in the scene,160.59539789762817,178,50
a small orange near the center,134.6235948332112,163,50
a tennis racket in the scene,128.9683137453188,159,50
a umbrella in the scene,120.1717384830574,158,50
a small tennis racket near the center,139.2453125518616,150,50
a spoon in the scene,98.1809798396239,149,50
a potted plant in the scene,87.5831490696838,140,50
a small skis near the center,93.35716664313465,138,50
a small banana near the center,119.40628642056738,128,50
a traffic light in the scene,115.36889086467193,127,50
a small handbag near the center,116.17687737842499,125,50
a small spoon near the center,79.81448020603699,119,50
a small bear near the center,86.34827352097247,112,50
a small fork near the center,97.20496035456752,106,50
a baseball bat in the scene,93.00502216886528,102,50
a clock in the scene,88.01977637709327,97,50
a person object,70.88073968091183,97,50
a small cow near the center,99.78488717472484,91,50
a visible person in the scene,98.92266383383443,88,50
a small suitcase near the center,86.29774638304893,87,50
a small stop sign near the center,78.64486424498189,86,50
a small truck near the center,71.89233133214208,86,50
a small toaster near the center,73.14884963992033,84,50
a visible broccoli in the scene,81.63117431136928,83,50
a bus in the scene,63.50092804349076,83,50
a cup in the scene,75.28043803271922,82,50
a bicycle in the scene,79.66833871121581,80,50
a cat in the scene,60.620130112285146,79,50
a book in the scene,75.65114106404423,76,50
a orange in the scene,69.13970105662807,76,50
a small sink near the center,52.63966439101697,76,50
a bird object,60.16101985916269,72,50
a small fire hydrant near the center,61.433130390309316,70,50
a wine glass in the scene,59.51418747522285,63,50
a small toilet near the center,57.373439485325875,63,50
a small parking meter near the center,56.26683450573393,62,50
a carrot in the scene,46.67514990941176,62,50
the bottle in this image,49.32804540638394,61,50
a close-up of a keyboard,58.39369587207693,60,50
a sink in the scene,40.47084961114261,58,50
a donut in the scene,57.096254385256366,57,50
a close-up of a spoon,62.19409247185743,56,50
a zebra in the scene,57.659400023377884,56,50
a small bird near the center,39.4311152225417,56,50
a small skateboard near the center,52.70678993959169,55,50
a small microwave near the center,56.0814982657499,54,50
a close-up of a zebra,61.26592015212004,53,50
a truck in the scene,36.3843047573439,52,50
a photo containing a remote,54.27037497981913,51,50
a cow in the scene,53.867768969777025,47,50
a small boat near the center,48.352362385765375,47,50
a photo of a cup,53.27721560875529,45,50
a hair drier in the scene,41.87208477983134,45,50
a car object,28.3365841753605,43,50
a small snowboard near the center,51.24292873856913,42,50
a pizza in the scene,33.55037312412024,42,50
a photo of a chair,32.297734880966985,42,50
a photo containing a frisbee,56.85308350475038,41,50
the person in this image,38.847452322978256,41,50
a photo of a knife,30.245537581949282,41,50
a small train near the center,32.42783552666122,40,50
a photo of a remote,32.31862393444774,40,50
a photo of a person,34.49073621535762,38,50
a photo containing a surfboard,33.60796284585976,38,50
a photo containing a sports ball,36.767103210686905,37,50
a photo containing a spoon,46.2143236139483,36,50
a tv in the scene,30.241268082251533,36,50
a refrigerator in the scene,27.89577264801743,36,50
a small bowl near the center,39.298189717196855,34,50
a photo containing a bowl,30.827873581940366,33,50
a close-up of a pizza,37.09623887318368,32,50
a photo containing a hair drier,34.75012862787188,32,50
a banana in the scene,38.04101348367053,31,50
a photo containing a carrot,32.382626530680206,30,50
a photo containing a dog,24.73531594699412,30,50
a photo containing a airplane,51.83849219476031,28,50
a close-up of a sink,45.45808527402229,28,50
a photo containing a backpack,40.330729732241636,28,50
a photo containing a orange,39.7985993951233,28,50
a close-up of a wine glass,36.24604450117611,28,50
a visible backpack in the scene,28.53613184052223,28,50
a small hair drier near the center,27.755118650674795,28,50
a close-up of a carrot,26.284598479966494,28,50
a photo of a umbrella,24.591288937377083,27,50
a photo containing a toilet,38.30642480721139,26,50
a visible potted plant in the scene,23.875842435310922,26,50
a small tv near the center,24.70630752398527,25,50
a bench in the scene,25.262998853975606,24,50
a small couch near the center,25.883430458058477,23,50
a close-up of a bowl,23.271339241419746,23,50
a photo containing a fork,22.016407668582136,23,50
a close-up of a orange,42.99322894019594,22,50
a small mouse near the center,25.653939043008613,22,50
a photo containing a snowboard,23.971073181007792,22,50
a microwave in the scene,20.900543035201146,22,50
a photo of a backpack,20.199866409454,22,50
a boat object,15.312959784478243,22,50
a photo of a surfboard,31.07777505385594,21,50
a photo containing a suitcase,21.922217729431228,21,50
a close-up of a tennis racket,17.870195364700578,21,50
a photo containing a skis,39.12832142865172,20,50
a photo containing a apple,26.228320243454256,20,50
a photo containing a skateboard,23.005579606864348,20,50
a chair object,21.776083225839177,20,50
the orange in this image,20.07350209935232,20,50
the dining table in this image,14.932438169947902,20,50
a photo containing a giraffe,24.501079001249803,19,50
a photo containing a horse,22.26219339296585,19,50
a photo containing a train,25.64722390914247,18,50
a snowboard in the scene,20.649405182007065,18,50
a sports ball object,19.17604014471208,18,50
the potted plant in this image,17.776409731256884,18,50
a photo of a dining table,33.85763331629371,17,50
a close-up of a handbag,23.132890132414886,17,50
a small scissors near the center,22.602826756712226,17,50
a photo containing a potted plant,18.906191858290544,17,50
a giraffe in the scene,18.570048946932314,17,50
a photo of a toilet,16.607462160407195,17,50
a close-up of a bottle,16.431215505527994,17,50
a photo containing a cake,29.231536793380617,16,50
a close-up of a cat,28.207526474566,16,50
a photo of a traffic light,21.065919183517973,16,50
a motorcycle in the scene,18.869460034118177,16,50
the skis in this image,15.54242162733498,16,50
a photo of a zebra,15.12422700944809,16,50
a close-up of a motorcycle,20.74216464874541,15,50
a close-up of a boat,20.600372241640933,15,50
a close-up of a snowboard,19.408858730967125,15,50
a photo of a car,17.851227299491114,15,50
a close-up of a horse,16.10331479161871,15,50
a photo of a train,12.991983210959932,15,50
a cow object,10.16829286497668,15,50
a close-up of a airplane,53.949899406041254,14,50
a cell phone in the scene,31.15769647988343,14,50
a close-up of a clock,17.870231722901202,14,50
a photo of a baseball glove,16.57147183362586,14,50
a visible sports ball in the scene,16.54518529822502,14,50
