mondrian_group,sum_phi,n_null,min_null
a truck object,250.48437551178446,299,50
a close-up of a knife,169.13674844658303,245,50
a small umbrella near the center,194.9092730030488,243,50
a stop sign in the scene,149.7390520112292,196,50
a fork in the scene,145.49576472920256,192,50
a tie object,143.84531042547562,181,50
a car in the scene,141.82545624667014,168,50
a zebra in the scene,114.12354038072488,167,50
a broccoli in the scene,112.35310279076064,166,50
a small backpack near the center,129.56513744192264,158,50
a small potted plant near the center,109.4720887414368,155,50
a small toaster near the center,129.04150873300048,147,50
a small keyboard near the center,121.55361118230601,139,50
a small sink near the center,113.82867599411206,138,50
a small book near the center,98.37948877330899,130,50
a mouse in the scene,93.39247999816153,130,50
a small fire hydrant near the center,110.72764004666922,123,50
a small oven near the center,113.67163896974489,119,50
a small stop sign near the center,86.91087298726036,114,50
a bicycle in the scene,100.3725277406497,112,50
a vase in the scene,81.47785805101552,104,50
a book in the scene,63.26603711615281,97,50
a bird in the scene,73.77761022895386,95,50
a small toothbrush near the center,66.22861736607943,91,50
a backpack in the scene,89.53361054810175,84,50
a small skis near the center,66.16875404864344,83,50
a bus in the scene,62.47537158872454,83,50
a traffic light in the scene,68.11140413933538,82,50
a small dining table near the center,67.8549141812115,79,50
a small parking meter near the center,67.6651560015598,79,50
a dog in the scene,59.648548590119375,74,50
a fire hydrant in the scene,64.78008794576837,73,50
a small banana near the center,64.29169403927162,70,50
a small horse near the center,50.77124234261442,68,50
a photo containing a bottle,51.25295208870885,67,50
a small couch near the center,66.23648583543604,65,50
a photo containing a handbag,73.79902735983777,62,50
a chair in the scene,70.48391711025995,62,50
a photo of a bottle,54.673296476706945,60,50
a bench in the scene,36.659124553859805,58,50
a bottle in the scene,62.79917163198543,57,50
a donut in the scene,54.691337608864615,57,50
a small dog near the center,54.66341328826354,57,50
a close-up of a horse,65.242367113252,56,50
a small refrigerator near the center,46.40780085584437,56,50
a small skateboard near the center,50.574900354395965,55,50
a baseball glove in the scene,48.817988272531565,54,50
a suitcase in the scene,55.336795051085026,53,50
a photo of a chair,40.67819980295874,53,50
a clock in the scene,63.39303448653813,52,50
a baseball bat in the scene,47.497474477509556,52,50
a toothbrush in the scene,47.15586275627591,51,50
a photo containing a broccoli,61.604102033697615,50,50
a close-up of a zebra,52.77022059776899,48,50
a close-up of a backpack,37.44130534862244,48,50
a spoon in the scene,70.8532053814579,47,50
a photo containing a toilet,57.41670686221353,45,50
a small fork near the center,48.959515413325185,45,50
a tennis racket in the scene,46.16056741085582,45,50
a small laptop near the center,40.1829192486694,45,50
a small bowl near the center,45.31476112818295,44,50
a hot dog in the scene,58.71528069075677,43,50
a photo containing a bird,52.90934811801068,43,50
a small airplane near the center,44.13831848162404,43,50
a small snowboard near the center,53.80294427872451,42,50
a photo containing a skateboard,52.43804266351208,41,50
a small train near the center,34.17223090221594,40,50
a visible chair in the scene,43.76686198682344,39,50
a small suitcase near the center,39.0266635206792,39,50
a small bicycle near the center,32.07747698933081,39,50
the person in this image,43.84149267696366,38,50
a photo containing a surfboard,35.28570575829906,38,50
a visible bowl in the scene,32.735383050382495,38,50
a small bear near the center,31.45002079755208,38,50
a close-up of a orange,50.83995288844785,37,50
a photo containing a sink,37.227151030816465,37,50
the backpack in this image,33.328985076733176,37,50
a photo containing a spoon,44.667404088862256,36,50
a photo containing a snowboard,37.01988261873137,36,50
a apple in the scene,36.193826534467945,36,50
