family_id,dataset,image_id,file_name,category_id,category_name,prompt,is_prompt_absent,gt_count,candidate_idx,score,x1,y1,x2,y2,max_iou,is_tp,is_null,evalue,split
lvis:81:3:2,lvis,81,train2017/000000000081.jpg,3,airplane,airplane,False,1,0,0.8134955763816833,36.3355,32.5324,617.8933,352.5882,0.9769508838653564,True,False,9.995110024449877,test
lvis:139:61:3,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,0,0.3777594566345215,603.7849,286.614,638.4513,358.1465,0.6699904799461365,True,False,9.995110024449877,test
lvis:139:61:3,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,1,0.2855304479598999,210.6001,300.1502,254.9023,328.3699,0.0,False,True,9.995110024449877,test
lvis:139:61:3,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,2,0.2753030061721802,605.9502,304.3334,639.5797,357.5871,0.936955451965332,True,False,9.995110024449877,test
lvis:139:61:3,lvis,139,val2017/000000000139.jpg,61,basket,basket,False,1,3,0.11903794854879379,555.0966,290.8306,577.8568,332.4366,0.0,False,True,0.0,test
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,0,0.8674691319465637,239.5872,93.9215,339.9186,154.6903,0.95976322889328,True,False,9.995110024449877,test
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,1,0.7520840167999268,38.7494,190.6399,312.136,332.9916,0.9800999164581299,True,False,9.995110024449877,test
lvis:154:1202:4,lvis,154,train2017/000000000154.jpg,1202,zebra,zebra,False,3,2,0.7413240671157837,19.5291,319.3268,356.9949,634.0903,0.9527555108070374,True,False,9.995110024449877,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,0,0.33129391074180603,67.6003,215.4852,352.8346,406.9843,0.6367483735084534,True,False,9.995110024449877,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,1,0.17544838786125183,232.092,262.8938,377.8674,407.8073,0.22271734476089478,False,True,0.0,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,2,0.15453416109085083,232.3569,264.9104,360.8743,318.7831,0.08071055263280869,False,True,0.0,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,3,0.08446325361728668,62.158,134.4744,365.3033,407.7455,0.934569239616394,True,False,0.0,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,4,0.08187484741210938,70.5493,219.7732,343.1812,310.6314,0.28876200318336487,False,True,0.0,test
lvis:165:923:5,lvis,165,train2017/000000000165.jpg,923,scissors,scissors,False,1,5,0.0552985854446888,240.3223,315.4312,296.5812,409.9553,0.06199173256754875,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,0,0.11932352185249329,219.4291,146.301,250.2088,171.8394,0.0,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,1,0.08776556700468063,310.3519,323.6198,348.0124,350.7121,0.0,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,2,0.07605570554733276,118.9808,87.4773,153.8416,165.3491,0.0,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,3,0.07465804368257523,335.6577,107.7242,534.9987,208.3687,0.0,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,4,0.06818477064371109,557.2704,1.5967,635.9366,55.1386,0.8324381709098816,True,False,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,5,0.0628649964928627,152.4607,48.8051,632.2184,368.0661,0.001547979423776269,False,True,0.0,test
lvis:387:705:7,lvis,387,train2017/000000000387.jpg,705,mouse_(computer_equipment),mouse_(computer_equipment),False,1,6,0.06004336103796959,0.3553,151.8178,25.7415,187.6088,0.0,False,True,0.0,test
